movieId,title,release_date,genres
424,Movie 435: Action Story (1998),01-Jan-1994,Horror
425,Movie 436: Romance Story (1998),01-Jan-1997,Adventure|Comedy|Western
426,Movie 437: Drama Story (1991),01-Jan-1995,Adventure|Film-Noir|Thriller
427,Movie 438: Comedy Story (1994),01-Jan-1998,Animation|Horror
428,Movie 439: Animation Story (1991),01-Jan-1998,Crime
429,Movie 440: Romance Story (1992),01-Jan-1998,War
430,Movie 441: Documentary Story (1994),01-Jan-1992,Mystery|Western
431,Movie 442: Sci-Fi Story (1993),01-Jan-1991,Documentary|Drama
432,Movie 443: Romance Story (1993),01-Jan-1995,Film-Noir|Musical
433,Movie 444: Mystery Story (1998),01-Jan-1993,Action|Thriller|War
434,Movie 445: Action Story (1994),01-Jan-1991,Drama|Musical|Sci-Fi
435,Movie 446: Horror Story (1991),01-Jan-1993,Horror|Thriller
436,Movie 447: Action Story (1994),01-Jan-1990,Children|Horror|Mystery
437,Movie 448: Sci-Fi Story (1990),01-Jan-1996,Film-Noir|Western
438,Movie 449: Romance Story (1992),01-Jan-1990,Musical|Sci-Fi|War
439,Movie 450: Mystery Story (1992),01-Jan-1997,Film-Noir
440,Movie 451: Horror Story (1998),01-Jan-1993,Horror|Thriller
441,Movie 452: Action Story (1998),01-Jan-1995,Animation|Children|Crime
442,Movie 453: Comedy Story (1991),01-Jan-1998,Action|Animation|Documentary
443,Movie 454: Animation Story (1992),01-Jan-1993,Children|Documentary|Romance
444,Movie 455: Sci-Fi Story (1990),01-Jan-1998,Animation|Comedy|Romance
445,Movie 456: Drama Story (1998),01-Jan-1990,Adventure|Horror
446,Movie 457: Drama Story (1996),01-Jan-1991,Adventure
447,Movie 458: Romance Story (1990),01-Jan-1992,Animation|Western
448,Movie 459: Action Story (1995),01-Jan-1993,Mystery|Romance
449,Movie 460: Thriller Story (1995),01-Jan-1997,Horror|Mystery|Romance
450,Movie 461: Comedy Story (1993),01-Jan-1990,Action|Children
451,Movie 462: Animation Story (1995),01-Jan-1991,Adventure|Animation|Musical
452,Movie 463: Documentary Story (1996),01-Jan-1998,Film-Noir
453,Movie 464: Thriller Story (1992),01-Jan-1994,Animation|Film-Noir|Sci-Fi
454,Movie 465: Drama Story (1992),01-Jan-1996,Action|Thriller
455,Movie 466: Action Story (1996),01-Jan-1992,Comedy|Drama|Mystery
456,Movie 467: Sci-Fi Story (1992),01-Jan-1998,Comedy|Film-Noir
457,Movie 468: Thriller Story (1996),01-Jan-1995,Western
458,Movie 469: Drama Story (1994),01-Jan-1998,Children
459,Movie 470: Horror Story (1991),01-Jan-1990,Horror|Thriller
460,Movie 471: Mystery Story (1990),01-Jan-1990,Animation|Film-Noir|Mystery
461,Movie 472: Thriller Story (1993),01-Jan-1993,Documentary|Musical|Romance
462,Movie 473: Sci-Fi Story (1997),01-Jan-1998,Crime
463,Movie 474: Thriller Story (1994),01-Jan-1992,Fantasy
464,Movie 475: Action Story (1993),01-Jan-1993,Crime
465,Movie 476: Horror Story (1993),01-Jan-1990,Horror|Thriller
466,Movie 477: Romance Story (1995),01-Jan-1998,Animation|Western
467,Movie 478: Romance Story (1991),01-Jan-1994,Animation|Children|Fantasy
468,Movie 479: Animation Story (1995),01-Jan-1993,Horror|Musical|Thriller
469,Movie 480: Animation Story (1996),01-Jan-1992,Children|Drama|Film-Noir
470,Movie 481: Action Story (1995),01-Jan-1991,Horror
471,Movie 482: Romance Story (1991),01-Jan-1997,Film-Noir|Horror
472,Movie 483: Documentary Story (1992),01-Jan-1992,Horror|Musical|Romance
473,Movie 484: Action Story (1994),01-Jan-1992,Horror
474,Movie 485: Documentary Story (1991),01-Jan-1993,Romance
475,Movie 486: Sci-Fi Story (1996),01-Jan-1994,Comedy|Horror
476,Movie 487: Horror Story (1995),01-Jan-1997,Horror|Thriller
477,Movie 488: Comedy Story (1998),01-Jan-1997,Film-Noir|Musical
478,Movie 489: Documentary Story (1996),01-Jan-1997,Animation|Children|Crime
479,Movie 490: Romance Story (1993),01-Jan-1994,Western
480,Movie 491: Horror Story (1990),01-Jan-1993,Horror|Thriller
481,Movie 492: Animation Story (1990),01-Jan-1994,Action|Animation|Western
482,Movie 493: Thriller Story (1998),01-Jan-1998,Action|Documentary|Mystery
483,Movie 494: Horror Story (1995),01-Jan-1990,Horror|Thriller
484,Movie 495: Sci-Fi Story (1991),01-Jan-1998,Thriller|Western
485,Movie 496: Comedy Story (1995),01-Jan-1992,Drama|Mystery
486,Movie 497: Animation Story (1994),01-Jan-1994,Sci-Fi
487,Movie 498: Horror Story (1994),01-Jan-1998,Horror|Thriller
488,Movie 499: Horror Story (1995),01-Jan-1998,Horror|Thriller
489,Movie 500: Animation Story (1994),01-Jan-1991,Musical|War
490,Movie 501: Thriller Story (1992),01-Jan-1990,Comedy|Crime|Drama
491,Movie 502: Horror Story (1996),01-Jan-1997,Horror|Thriller
492,Movie 503: Documentary Story (1992),01-Jan-1992,Comedy
493,Movie 504: Horror Story (1994),01-Jan-1997,Horror|Thriller
494,Movie 505: Action Story (1998),01-Jan-1995,Drama
495,Movie 506: Romance Story (1994),01-Jan-1997,Animation
496,Movie 507: Horror Story (1993),01-Jan-1994,Horror|Thriller
497,Movie 508: Mystery Story (1995),01-Jan-1995,Adventure
498,Movie 509: Mystery Story (1997),01-Jan-1993,Musical|Mystery|Thriller
499,Movie 510: Animation Story (1993),01-Jan-1997,Adventure
500,Movie 511: Drama Story (1997),01-Jan-1995,War
501,Movie 512: Romance Story (1991),01-Jan-1994,Crime|Fantasy|Mystery
502,Movie 513: Documentary Story (1998),01-Jan-1996,Animation|War
503,Movie 514: Comedy Story (1995),01-Jan-1994,Drama|War
504,Movie 515: Romance Story (1993),01-Jan-1996,Musical|Thriller
505,Movie 516: Thriller Story (1993),01-Jan-1997,Action|Comedy|War
506,Movie 517: Action Story (1992),01-Jan-1997,Drama
507,Movie 518: Thriller Story (1990),01-Jan-1991,Comedy|Documentary|Fantasy
508,Movie 519: Documentary Story (1997),01-Jan-1992,Musical
509,Movie 520: Mystery Story (1991),01-Jan-1991,Drama|Horror|Romance
510,Movie 521: Documentary Story (1996),01-Jan-1991,Thriller|Western
511,Movie 522: Horror Story (1993),01-Jan-1993,Horror|Thriller
512,Movie 523: Horror Story (1997),01-Jan-1992,Horror|Thriller
513,Movie 524: Drama Story (1993),01-Jan-1996,Drama
514,Movie 525: Comedy Story (1990),01-Jan-1990,Crime
515,Movie 526: Thriller Story (1996),01-Jan-1992,Adventure|Comedy|War
516,Movie 527: Animation Story (1992),01-Jan-1990,Fantasy
517,Movie 528: Action Story (1997),01-Jan-1992,Action|Film-Noir|Mystery
518,Movie 529: Thriller Story (1998),01-Jan-1991,Sci-Fi
519,Movie 530: Mystery Story (1991),01-Jan-1997,Crime|Drama
520,Movie 531: Mystery Story (1992),01-Jan-1996,Comedy|Crime|Fantasy
521,Movie 532: Animation Story (1998),01-Jan-1992,Animation|Horror|Sci-Fi
522,Movie 533: Mystery Story (1995),01-Jan-1993,Comedy|Mystery
523,Movie 534: Horror Story (1998),01-Jan-1991,Horror|Thriller
524,Movie 535: Mystery Story (1998),01-Jan-1990,War
525,Movie 536: Mystery Story (1992),01-Jan-1998,Children|Comedy|Romance
526,Movie 537: Romance Story (1997),01-Jan-1992,Adventure|War
527,Movie 538: Romance Story (1993),01-Jan-1991,Thriller
528,Movie 539: Mystery Story (1998),01-Jan-1992,Action|Romance|Western
529,Movie 540: Romance Story (1993),01-Jan-1998,Adventure|Musical
530,Movie 541: Comedy Story (1997),01-Jan-1998,Drama|Thriller
531,Movie 542: Thriller Story (1994),01-Jan-1996,Children|Romance
532,Movie 543: Sci-Fi Story (1994),01-Jan-1992,Drama|Thriller
533,Movie 544: Animation Story (1995),01-Jan-1991,Romance|Western
534,Movie 545: Drama Story (1991),01-Jan-1994,Action
535,Movie 546: Thriller Story (1992),01-Jan-1990,Action|Children|War
536,Movie 547: Drama Story (1996),01-Jan-1996,Documentary|Horror|Romance
537,Movie 548: Comedy Story (1993),01-Jan-1995,Comedy
538,Movie 549: Horror Story (1996),01-Jan-1996,Horror|Thriller
539,Movie 550: Animation Story (1995),01-Jan-1994,Romance|Western
540,Movie 551: Horror Story (1997),01-Jan-1995,Horror|Thriller
541,Movie 552: Thriller Story (1990),01-Jan-1994,Documentary|Mystery|Romance
542,Movie 553: Horror Story (1996),01-Jan-1998,Horror|Thriller
543,Movie 554: Documentary Story (1990),01-Jan-1998,Crime|Musical
544,Movie 555: Mystery Story (1996),01-Jan-1998,Fantasy|Film-Noir|Thriller
545,Movie 556: Sci-Fi Story (1990),01-Jan-1995,Children|Comedy|Mystery
546,Movie 557: Horror Story (1994),01-Jan-1993,Horror|Thriller
547,Movie 558: Animation Story (1996),01-Jan-1997,Children|Crime|Documentary
548,Movie 559: Documentary Story (1998),01-Jan-1998,Adventure|Horror
549,Movie 560: Mystery Story (1993),01-Jan-1992,Action|Animation
550,Movie 561: Romance Story (1993),01-Jan-1992,Animation|Romance
551,Movie 562: Mystery Story (1996),01-Jan-1991,Drama|Musical
552,Movie 563: Horror Story (1990),01-Jan-1991,Horror|Thriller
553,Movie 564: Horror Story (1995),01-Jan-1990,Horror|Thriller
554,Movie 565: Mystery Story (1992),01-Jan-1996,Film-Noir|War
555,Movie 566: Documentary Story (1992),01-Jan-1990,Thriller
556,Movie 567: Action Story (1998),01-Jan-1997,Documentary
557,Movie 568: Documentary Story (1996),01-Jan-1998,Adventure|Documentary
558,Movie 569: Comedy Story (1990),01-Jan-1998,Adventure|Crime|Drama
559,Movie 570: Drama Story (1996),01-Jan-1995,Action
560,Movie 571: Drama Story (1997),01-Jan-1992,Fantasy
561,Movie 572: Romance Story (1990),01-Jan-1996,Mystery|Western
562,Movie 573: Sci-Fi Story (1996),01-Jan-1993,Action|Animation|War
563,Movie 574: Mystery Story (1993),01-Jan-1998,Musical|Western
564,Movie 575: Sci-Fi Story (1995),01-Jan-1995,Documentary|Drama
565,Movie 576: Romance Story (1996),01-Jan-1997,Action|Fantasy
566,Movie 577: Romance Story (1996),01-Jan-1992,Children|War
567,Movie 578: Mystery Story (1991),01-Jan-1998,War
568,Movie 579: Animation Story (1990),01-Jan-1994,Children|War
569,Movie 580: Sci-Fi Story (1990),01-Jan-1994,Fantasy|Mystery|Sci-Fi
570,Movie 581: Comedy Story (1993),01-Jan-1997,Horror
571,Movie 582: Action Story (1990),01-Jan-1997,Action|Sci-Fi|Thriller
572,Movie 583: Thriller Story (1993),01-Jan-1991,Animation|Mystery
573,Movie 584: Documentary Story (1990),01-Jan-1993,Drama|Horror|Romance
574,Movie 585: Thriller Story (1992),01-Jan-1995,Action|Fantasy|Western
575,Movie 586: Mystery Story (1992),01-Jan-1993,Animation|Mystery
576,Movie 587: Documentary Story (1991),01-Jan-1995,Western
577,Movie 588: Mystery Story (1993),01-Jan-1992,Horror|Musical
578,Movie 589: Sci-Fi Story (1994),01-Jan-1993,Crime|Documentary|Fantasy
579,Movie 590: Documentary Story (1992),01-Jan-1997,Documentary|Drama|War
580,Movie 591: Drama Story (1991),01-Jan-1994,Drama
581,Movie 592: Comedy Story (1994),01-Jan-1993,Musical
582,Movie 593: Romance Story (1990),01-Jan-1992,Children
583,Movie 594: Horror Story (1996),01-Jan-1991,Horror|Thriller
584,Movie 595: Comedy Story (1993),01-Jan-1997,Action|Adventure|Thriller
585,Movie 596: Comedy Story (1993),01-Jan-1995,Fantasy|Horror|Thriller
586,Movie 597: Documentary Story (1994),01-Jan-1997,War
587,Movie 598: Documentary Story (1991),01-Jan-1994,Comedy|Drama
588,Movie 599: Sci-Fi Story (1990),01-Jan-1990,Adventure|Romance|Thriller
589,Movie 600: Horror Story (1998),01-Jan-1998,Horror|Thriller
590,Movie 601: Comedy Story (1995),01-Jan-1995,Crime|Sci-Fi
591,Movie 602: Sci-Fi Story (1998),01-Jan-1991,Horror|Sci-Fi|War
592,Movie 603: Horror Story (1990),01-Jan-1990,Horror|Thriller
593,Movie 604: Comedy Story (1997),01-Jan-1990,Children|Documentary|Mystery
594,Movie 605: Sci-Fi Story (1996),01-Jan-1995,Crime|Fantasy
595,Movie 606: Drama Story (1997),01-Jan-1998,Drama|Fantasy
596,Movie 607: Drama Story (1996),01-Jan-1997,Crime|Horror|Musical
597,Movie 608: Romance Story (1998),01-Jan-1997,Documentary|Romance
598,Movie 609: Mystery Story (1998),01-Jan-1995,Fantasy|Mystery
599,Movie 610: Horror Story (1997),01-Jan-1997,Horror|Thriller
600,Movie 611: Sci-Fi Story (1994),01-Jan-1992,Children|Comedy|Drama
601,Movie 612: Comedy Story (1993),01-Jan-1994,Western
602,Movie 613: Mystery Story (1994),01-Jan-1996,Comedy|Documentary
603,Movie 614: Mystery Story (1993),01-Jan-1992,Action|Crime
604,Movie 615: Sci-Fi Story (1996),01-Jan-1996,Comedy|War
605,Movie 616: Mystery Story (1990),01-Jan-1998,Film-Noir|Horror|Thriller
606,Movie 617: Drama Story (1995),01-Jan-1994,Adventure|Children|Mystery
607,Movie 618: Thriller Story (1997),01-Jan-1992,Documentary
608,Movie 619: Romance Story (1995),01-Jan-1994,Children|Sci-Fi
609,Movie 620: Romance Story (1995),01-Jan-1995,Musical|Western
610,Movie 621: Animation Story (1994),01-Jan-1998,Action|Fantasy|Musical
611,Movie 622: Animation Story (1990),01-Jan-1996,Musical
612,Movie 623: Comedy Story (1993),01-Jan-1993,Crime|Film-Noir|Western
613,Movie 624: Horror Story (1993),01-Jan-1995,Horror|Thriller
614,Movie 625: Animation Story (1997),01-Jan-1995,Sci-Fi|Thriller|War
615,Movie 626: Mystery Story (1993),01-Jan-1991,Film-Noir|Sci-Fi
616,Movie 627: Mystery Story (1997),01-Jan-1992,Horror
617,Movie 628: Comedy Story (1990),01-Jan-1996,Animation|Mystery|War
618,Movie 629: Thriller Story (1994),01-Jan-1992,Drama|Horror
619,Movie 630: Thriller Story (1996),01-Jan-1995,Fantasy|Film-Noir|Mystery
620,Movie 631: Documentary Story (1994),01-Jan-1994,Musical|War
621,Movie 632: Mystery Story (1995),01-Jan-1997,Crime|Western
622,Movie 633: Animation Story (1998),01-Jan-1990,Drama
623,Movie 634: Horror Story (1995),01-Jan-1994,Horror|Thriller
624,Movie 635: Sci-Fi Story (1998),01-Jan-1991,Crime
625,Movie 636: Mystery Story (1995),01-Jan-1996,Children
626,Movie 637: Romance Story (1994),01-Jan-1991,Adventure|Western
627,Movie 638: Thriller Story (1994),01-Jan-1990,Animation|War
628,Movie 639: Thriller Story (1991),01-Jan-1991,Animation|Comedy
629,Movie 640: Comedy Story (1995),01-Jan-1996,Drama|Western
630,Movie 641: Drama Story (1998),01-Jan-1994,Comedy|Western
631,Movie 642: Thriller Story (1993),01-Jan-1998,Action
632,Movie 643: Romance Story (1997),01-Jan-1990,Horror|Musical|Thriller
633,Movie 644: Documentary Story (1998),01-Jan-1997,Comedy|Fantasy|Sci-Fi
634,Movie 645: Comedy Story (1994),01-Jan-1998,Sci-Fi
635,Movie 646: Romance Story (1993),01-Jan-1996,Film-Noir|Musical|Western
636,Movie 647: Sci-Fi Story (1993),01-Jan-1997,Animation|Drama|Sci-Fi
637,Movie 648: Romance Story (1992),01-Jan-1994,Fantasy|Romance
638,Movie 649: Animation Story (1990),01-Jan-1992,Action|Western
639,Movie 650: Romance Story (1992),01-Jan-1998,Musical
640,Movie 651: Action Story (1990),01-Jan-1994,Action|Western
641,Movie 652: Romance Story (1998),01-Jan-1997,Action|Film-Noir
642,Movie 653: Mystery Story (1992),01-Jan-1996,Action|Drama
643,Movie 654: Action Story (1991),01-Jan-1998,Documentary|Romance
644,Movie 655: Mystery Story (1994),01-Jan-1998,Drama|Mystery
645,Movie 656: Mystery Story (1997),01-Jan-1992,Drama|Mystery|Western
646,Movie 657: Drama Story (1995),01-Jan-1994,Romance
647,Movie 658: Romance Story (1990),01-Jan-1993,Fantasy|Film-Noir|Western
648,Movie 659: Comedy Story (1997),01-Jan-1996,Animation
649,Movie 660: Horror Story (1991),01-Jan-1992,Horror|Thriller
650,Movie 661: Comedy Story (1997),01-Jan-1992,Children|Sci-Fi
651,Movie 662: Drama Story (1990),01-Jan-1997,Documentary|Thriller
652,Movie 663: Documentary Story (1992),01-Jan-1995,Comedy
653,Movie 664: Comedy Story (1994),01-Jan-1990,Action|Children|Crime
654,Movie 665: Comedy Story (1993),01-Jan-1994,Comedy|Sci-Fi
655,Movie 666: Horror Story (1998),01-Jan-1990,Horror|Thriller
656,Movie 667: Animation Story (1993),01-Jan-1993,Comedy
657,Movie 668: Mystery Story (1996),01-Jan-1990,Documentary|Horror
658,Movie 669: Romance Story (1997),01-Jan-1996,Musical|Thriller
659,Movie 670: Romance Story (1996),01-Jan-1997,Adventure|Animation|Horror
660,Movie 671: Documentary Story (1990),01-Jan-1992,Fantasy
661,Movie 672: Thriller Story (1991),01-Jan-1996,Western
662,Movie 673: Romance Story (1993),01-Jan-1997,Documentary
663,Movie 674: Drama Story (1991),01-Jan-1994,Action|Children
664,Movie 675: Drama Story (1993),01-Jan-1993,Drama|Sci-Fi
665,Movie 676: Comedy Story (1998),01-Jan-1990,Sci-Fi
666,Movie 677: Action Story (1992),01-Jan-1991,Documentary|Mystery|Thriller
667,Movie 678: Mystery Story (1996),01-Jan-1994,Adventure|Crime
668,Movie 679: Romance Story (1997),01-Jan-1998,Children|Fantasy|Thriller
669,Movie 680: Thriller Story (1990),01-Jan-1994,Musical
670,Movie 681: Romance Story (1994),01-Jan-1990,Children|Documentary|Drama
671,Movie 682: Comedy Story (1997),01-Jan-1996,Action|Crime
672,Movie 683: Romance Story (1993),01-Jan-1994,Children|Drama|Mystery
673,Movie 684: Horror Story (1993),01-Jan-1990,Horror|Thriller
674,Movie 685: Animation Story (1991),01-Jan-1990,Comedy|Musical|Thriller
675,Movie 686: Drama Story (1993),01-Jan-1991,Crime
676,Movie 687: Drama Story (1994),01-Jan-1997,Horror
677,Movie 688: Action Story (1991),01-Jan-1990,Musical
678,Movie 689: Romance Story (1992),01-Jan-1992,Children|Comedy|Western
679,Movie 690: Mystery Story (1994),01-Jan-1997,Horror
680,Movie 691: Mystery Story (1991),01-Jan-1998,Documentary|Musical|Sci-Fi
681,Movie 692: Horror Story (1994),01-Jan-1990,Horror|Thriller
682,Movie 693: Animation Story (1994),01-Jan-1996,Comedy|Fantasy
683,Movie 694: Mystery Story (1998),01-Jan-1990,Film-Noir|Sci-Fi
684,Movie 695: Comedy Story (1997),01-Jan-1998,Crime|Documentary|Thriller
685,Movie 696: Horror Story (1990),01-Jan-1998,Horror|Thriller
686,Movie 697: Documentary Story (1995),01-Jan-1995,Fantasy|Sci-Fi
687,Movie 698: Action Story (1994),01-Jan-1998,Animation
688,Movie 699: Thriller Story (1991),01-Jan-1998,Sci-Fi
689,Movie 700: Romance Story (1990),01-Jan-1994,Musical|Western
690,Movie 701: Drama Story (1990),01-Jan-1997,War
691,Movie 702: Animation Story (1997),01-Jan-1996,Action|Crime|Musical
692,Movie 703: Romance Story (1997),01-Jan-1993,Animation|Mystery
693,Movie 704: Documentary Story (1992),01-Jan-1993,Comedy|Film-Noir|Thriller
694,Movie 705: Mystery Story (1996),01-Jan-1995,Children|Horror
695,Movie 706: Mystery Story (1991),01-Jan-1991,Adventure|Animation|Comedy
696,Movie 707: Horror Story (1995),01-Jan-1992,Horror|Thriller
697,Movie 708: Sci-Fi Story (1995),01-Jan-1990,Children
698,Movie 709: Drama Story (1991),01-Jan-1997,Children
699,Movie 710: Horror Story (1995),01-Jan-1990,Horror|Thriller
700,Movie 711: Romance Story (1997),01-Jan-1996,Fantasy|Thriller|War
701,Movie 712: Animation Story (1996),01-Jan-1990,Animation|Drama
702,Movie 713: Mystery Story (1990),01-Jan-1990,Thriller
703,Movie 714: Sci-Fi Story (1991),01-Jan-1991,Adventure|Musical
704,Movie 715: Sci-Fi Story (1994),01-Jan-1998,Adventure|Musical|Romance
705,Movie 716: Horror Story (1991),01-Jan-1994,Horror|Thriller
706,Movie 717: Action Story (1998),01-Jan-1998,Animation
707,Movie 718: Mystery Story (1998),01-Jan-1994,Documentary
708,Movie 719: Action Story (1996),01-Jan-1998,Children
709,Movie 720: Animation Story (1993),01-Jan-1993,Documentary|Mystery|War
710,Movie 721: Documentary Story (1995),01-Jan-1998,Crime|Drama|Romance
711,Movie 722: Mystery Story (1997),01-Jan-1991,Musical|Romance|Sci-Fi
712,Movie 723: Thriller Story (1990),01-Jan-1991,Crime
713,Movie 724: Animation Story (1994),01-Jan-1998,Horror|War
714,Movie 725: Romance Story (1992),01-Jan-1992,Horror|Musical|Sci-Fi
715,Movie 726: Mystery Story (1997),01-Jan-1998,Musical|Romance
716,Movie 727: Action Story (1991),01-Jan-1996,Documentary|Drama|Horror
717,Movie 728: Drama Story (1993),01-Jan-1996,Fantasy|Musical|Sci-Fi
718,Movie 729: Animation Story (1994),01-Jan-1997,Action|Adventure
719,Movie 730: Animation Story (1990),01-Jan-1994,Action|Comedy|War
720,Movie 731: Comedy Story (1996),01-Jan-1994,Film-Noir
721,Movie 732: Comedy Story (1993),01-Jan-1993,Horror
722,Movie 733: Comedy Story (1997),01-Jan-1990,Comedy|Fantasy|War
723,Movie 734: Mystery Story (1992),01-Jan-1991,Sci-Fi
724,Movie 735: Animation Story (1994),01-Jan-1995,Comedy
725,Movie 736: Horror Story (1994),01-Jan-1994,Horror|Thriller
726,Movie 737: Mystery Story (1997),01-Jan-1995,Drama|Fantasy|Western
727,Movie 738: Mystery Story (1993),01-Jan-1994,Mystery
728,Movie 739: Drama Story (1998),01-Jan-1993,Animation|Horror|Thriller
729,Movie 740: Thriller Story (1996),01-Jan-1992,Children|Film-Noir
730,Movie 741: Drama Story (1998),01-Jan-1990,Adventure|Animation|Mystery
731,Movie 742: Romance Story (1991),01-Jan-1995,Romance|Western
732,Movie 743: Sci-Fi Story (1996),01-Jan-1991,Action
733,Movie 744: Romance Story (1998),01-Jan-1996,Film-Noir
734,Movie 745: Romance Story (1990),01-Jan-1998,Horror
735,Movie 746: Documentary Story (1994),01-Jan-1998,Comedy|Drama|Horror
736,Movie 747: Drama Story (1997),01-Jan-1992,Mystery
737,Movie 748: Animation Story (1997),01-Jan-1997,Animation|Drama|War
738,Movie 749: Sci-Fi Story (1997),01-Jan-1996,Comedy|Mystery
739,Movie 750: Animation Story (1995),01-Jan-1992,Animation|Thriller
740,Movie 751: Horror Story (1998),01-Jan-1990,Horror|Thriller
741,Movie 752: Sci-Fi Story (1997),01-Jan-1998,Animation|Fantasy
742,Movie 753: Thriller Story (1993),01-Jan-1996,Comedy|Romance|War
743,Movie 754: Thriller Story (1996),01-Jan-1997,Documentary|Mystery|Thriller
744,Movie 755: Action Story (1996),01-Jan-1993,Drama|War|Western
745,Movie 756: Mystery Story (1995),01-Jan-1991,Horror|Romance
746,Movie 757: Horror Story (1996),01-Jan-1991,Horror|Thriller
747,Movie 758: Mystery Story (1992),01-Jan-1991,Musical|Romance|Western
748,Movie 759: Drama Story (1990),01-Jan-1995,Horror
749,Movie 760: Documentary Story (1998),01-Jan-1995,Action|Crime|Film-Noir
750,Movie 761: Comedy Story (1995),01-Jan-1995,Comedy|Sci-Fi|Western
751,Movie 762: Comedy Story (1997),01-Jan-1990,Documentary
752,Movie 763: Mystery Story (1998),01-Jan-1995,Animation
753,Movie 764: Drama Story (1990),01-Jan-1991,Adventure|Comedy|Drama
754,Movie 765: Drama Story (1996),01-Jan-1994,Horror
755,Movie 766: Mystery Story (1991),01-Jan-1991,Sci-Fi|Thriller
756,Movie 767: Sci-Fi Story (1994),01-Jan-1990,Documentary|Western
757,Movie 768: Comedy Story (1996),01-Jan-1993,Fantasy|Thriller|War
758,Movie 769: Animation Story (1995),01-Jan-1992,Action|Adventure|Mystery
759,Movie 770: Sci-Fi Story (1996),01-Jan-1994,Adventure
760,Movie 771: Animation Story (1997),01-Jan-1994,Fantasy
761,Movie 772: Documentary Story (1990),01-Jan-1990,Action|Animation
762,Movie 773: Thriller Story (1991),01-Jan-1996,Children|Fantasy|Musical
763,Movie 774: Thriller Story (1994),01-Jan-1990,Drama|Mystery
764,Movie 775: Horror Story (1991),01-Jan-1996,Horror|Thriller
765,Movie 776: Comedy Story (1991),01-Jan-1998,Children|Horror|Thriller
766,Movie 777: Drama Story (1997),01-Jan-1998,Crime
767,Movie 778: Action Story (1994),01-Jan-1993,Action|Adventure|Sci-Fi
768,Movie 779: Sci-Fi Story (1990),01-Jan-1993,Film-Noir|Horror|Thriller
769,Movie 780: Romance Story (1990),01-Jan-1996,Action|Crime|Musical
770,Movie 781: Sci-Fi Story (1995),01-Jan-1995,Drama|Film-Noir
771,Movie 782: Drama Story (1996),01-Jan-1998,Adventure|Fantasy
772,Movie 783: Animation Story (1993),01-Jan-1996,Western
773,Movie 784: Documentary Story (1996),01-Jan-1994,Comedy
774,Movie 785: Drama Story (1992),01-Jan-1995,Animation|Comedy
775,Movie 786: Comedy Story (1992),01-Jan-1996,Drama|Romance|Western
776,Movie 787: Documentary Story (1996),01-Jan-1992,Film-Noir|Horror
777,Movie 788: Mystery Story (1993),01-Jan-1997,Comedy|Documentary|Western
778,Movie 789: Thriller Story (1992),01-Jan-1998,Comedy|Documentary|Film-Noir
779,Movie 790: Romance Story (1997),01-Jan-1998,Romance
780,Movie 791: Romance Story (1997),01-Jan-1992,Animation|Crime|Horror
781,Movie 792: Mystery Story (1990),01-Jan-1998,Children|Crime|Horror
782,Movie 793: Animation Story (1994),01-Jan-1992,Action|Horror|Romance
783,Movie 794: Comedy Story (1992),01-Jan-1996,Fantasy|Sci-Fi
784,Movie 795: Sci-Fi Story (1997),01-Jan-1992,Children
785,Movie 796: Horror Story (1994),01-Jan-1992,Horror|Thriller
786,Movie 797: Mystery Story (1994),01-Jan-1992,Fantasy
787,Movie 798: Thriller Story (1994),01-Jan-1993,Action|Drama|Western
788,Movie 799: Mystery Story (1996),01-Jan-1995,Thriller
789,Movie 800: Thriller Story (1991),01-Jan-1992,Crime|Musical|Thriller
790,Movie 801: Documentary Story (1996),01-Jan-1996,Comedy|Thriller
791,Movie 802: Documentary Story (1995),01-Jan-1992,Drama
792,Movie 803: Romance Story (1994),01-Jan-1990,Action|Fantasy
793,Movie 804: Horror Story (1990),01-Jan-1996,Horror|Thriller
794,Movie 805: Action Story (1994),01-Jan-1993,Animation|Documentary|Western
795,Movie 806: Documentary Story (1990),01-Jan-1992,Horror|Thriller
796,Movie 807: Romance Story (1997),01-Jan-1997,Romance
797,Movie 808: Documentary Story (1993),01-Jan-1996,Mystery
798,Movie 809: Thriller Story (1995),01-Jan-1995,War|Western
799,Movie 810: Documentary Story (1993),01-Jan-1990,Children|Sci-Fi|War
800,Movie 811: Drama Story (1994),01-Jan-1990,War
801,Movie 812: Action Story (1991),01-Jan-1998,Adventure|Mystery
802,Movie 813: Mystery Story (1994),01-Jan-1998,Adventure|Documentary|Film-Noir
803,Movie 814: Documentary Story (1990),01-Jan-1997,Film-Noir|Western
804,Movie 815: Drama Story (1995),01-Jan-1997,Romance
805,Movie 816: Romance Story (1991),01-Jan-1994,Adventure|Comedy|War
806,Movie 817: Horror Story (1995),01-Jan-1997,Horror|Thriller
807,Movie 818: Thriller Story (1992),01-Jan-1997,War
808,Movie 819: Animation Story (1992),01-Jan-1991,Western
809,Movie 820: Animation Story (1995),01-Jan-1992,Horror|Romance
810,Movie 821: Romance Story (1998),01-Jan-1997,Crime
811,Movie 822: Romance Story (1992),01-Jan-1997,Animation|Documentary|Sci-Fi
812,Movie 823: Romance Story (1997),01-Jan-1994,Children|Crime
813,Movie 824: Comedy Story (1995),01-Jan-1991,Sci-Fi
814,Movie 825: Comedy Story (1997),01-Jan-1995,War
